Title,Rating,Author,Author Gender,Publication Date,Page Count,Statues,Genre,Sub-Genre,Synopsis
Howl's Moving Castle,4.7,Dianna Wynne Jones,Female,2008,397,Series,Adventure,Fantasy,"Sophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle.

To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye.

In this giant jigsaw puzzle of a fantasy, people and things are never quite what they seem. Destinies are intertwined, identities exchanged, lovers confused. The Witch has placed a spell on Howl. Does the clue to breaking it lie in a famous poem? And what will happen to Sophie Hatter when she enters Howl's castle?"
The Lincoln Lawyer,4.2,Michael Connelly,Male,2005,422,Series,Drama,Thriller,"  Mickey Haller is a Lincoln Lawyer, a criminal defense attorney who operates out of the backseat of his Lincoln Town Car, traveling between the far-flung courthouses of Los Angeles to defend clients of every kind. Bikers, con artists, drunk drivers, drug dealers -- they're all on Mickey Haller's client list. For him, the law is rarely about guilt or innocence, it's about negotiation and manipulation. Sometimes it's even about justice.   A Beverly Hills playboy arrested for attacking a woman he picked up in a bar chooses Haller to defend him, and Mickey has his first high-paying client in years. It is a defense attorney's dream, what they call a franchise case. And as the evidence stacks up, Haller comes to believe this may be the easiest case of his career. Then someone close to him is murdered and Haller discovers that his search for innocence has brought him face-to-face with evil as pure as a flame. To escape without being burned, he must deploy every tactic, feint, and instinct in his arsenal -- this time to save his own life.  "
The Martian,4.6,Andy Weir,Male,2011,480,Stand Alone,Adventure,Sci-Fi,"Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. 

Now, he’s sure he’ll be the first person to die there.

After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive. 

Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first. 

But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills—and a relentless, dogged refusal to quit—he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?"
The Mountain in The Sea,4.4,Ray Nayler,Male,2023,464,Stand Alone,Philosophical,Self-reflection,"Rumors begin to spread of a species of hyperintelligent, dangerous octopus that may have developed its own language and culture. Marine biologist Dr. Ha Nguyen, who has spent her life researching cephalopod intelligence, will do anything for the chance to study them. 

The transnational tech corporation DIANIMA has sealed the remote Con Dao Archipelago, where the octopuses were discovered, off from the world. Dr. Nguyen joins DIANIMA’s team on the islands: a battle-scarred security agent and the world’s first android.

The octopuses hold the key to unprecedented breakthroughs in extrahuman intelligence. The stakes are high: there are vast fortunes to be made by whoever can take advantage of the octopuses’ advancements, and as Dr. Nguyen struggles to communicate with the newly discovered species, forces larger than DIANIMA close in to seize the octopuses for themselves.

But no one has yet asked the octopuses what they think. And what they might do about it. "
Solitaire,4.7,Kelley Eskridge,Female,2011,352,Stand Alone,Drama,Thriller,"Jackal Segura is a Hope: born to responsibility and privilege as a symbol of a fledgling world government. Soon she'll become part of the global administration, sponsored by the huge corporation that houses, feeds, employs, and protects her and everyone she loves. Then, just as she discovers that everything she knows is a lie, she becomes a pariah, a murderer: a person with no community and no future. Grief-stricken and alone, she is put into an experimental program designed to inflict the experience of years of solitary confinement in a few short months: virtual confinement in a sealed cell within her own mind. Afterward, branded and despised, she returns to a world she no longer knows. Struggling to make her way, she has a chance to rediscover her life, her love, and her soul—in a strange place of shattered hopes and new beginnings called Solitaire."
The Thing Itself,4.1,Adam Roberts,Male,2017,352,Stand Alone,Philosophical,Self-reflection,"Two men while away the days in an Antarctic research station. Tensions between them build as they argue over a love letter one of them has received. One is practical and open. The other surly, superior and obsessed with reading one book - by the philosopher Kant.

As a storm brews and they lose contact with the outside world, they debate Kant, reality and the emptiness of the universe. The come to hate each other, and they learn that they are not alone"
Recruitment,4.4,K. A. Riley,Female,2019,305,Series,Dystopian,No Sub-Genre,"In the Valta, no matter what month you were born, everyone is assigned the same birthday. November 1st. It's the anniversary of the day when the government declared war on the Eastern Order.
The day you turn seventeen, the Recruiters come to take you away. And no one ever hears from you again.

It's October 31st. Today, Kress is sixteen years old.
Tomorrow, she'll be taken.

The good news? So will her best friend Cardyn, and Brohn, the handsome, enigmatic boy she's avoided all her life.

The bad news?

Recruitment isn't what any of them expected.

Weeks of training await. Military and psychological tests, escape rooms, hand-to-hand combat. The Recruits are told they're the key to winning the war. But with each day that passes, things begin to make less sense.
If only Kress had been able to bring her trained raven, Render, with her.
If only none of them had ever had to come to this place."
The Eye of The World,4.6,Robert Jorden,Male,1990,834,Series,Fantasy,Adventure,"The Wheel of Time turns and Ages come and pass, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. What was, what will be, and what is, may yet fall under the Shadow.

When a vicious band of half-men, half beasts invade the Two Rivers seeking their master’s enemy, Moiraine persuades Rand al’Thor and his friends to leave their home and enter a larger unimaginable world filled with dangers waiting in the shadows and in the light."
Gravity Rainbows,4.3,Thomas Pynchon,Male,1973,776,Stand Alone,Historical Fiction,Satire,"Winner of the 1973 National Book Award, Gravity's Rainbow is a postmodern epic, a work as exhaustively significant to the second half of the twentieth century as Joyce's Ulysses was to the first. Its sprawling, encyclopedic narrative and penetrating analysis of the impact of technology on society make it an intellectual tour de force."
Daisy Jones and The Six,4.4,Taylor Jenkiens Ried,Female,2020,400,Stand Alone,Historical Fiction,No Sub-Genre,"Everyone knows DAISY JONES & THE SIX, but nobody knows the reason behind their split at the absolute height of their popularity . . . until now.

Daisy is a girl coming of age in L.A. in the late sixties, sneaking into clubs on the Sunset Strip, sleeping with rock stars, and dreaming of singing at the Whisky a Go Go. The sex and drugs are thrilling, but it’s the rock ’n’ roll she loves most. By the time she’s twenty, her voice is getting noticed, and she has the kind of heedless beauty that makes people do crazy things.

Also getting noticed is The Six, a band led by the brooding Billy Dunne. On the eve of their first tour, his girlfriend Camila finds out she’s pregnant, and with the pressure of impending fatherhood and fame, Billy goes a little wild on the road.

Daisy and Billy cross paths when a producer realizes that the key to supercharged success is to put the two together. What happens next will become the stuff of legend.

The making of that legend is chronicled in this riveting and unforgettable novel, written as an oral history of one of the biggest bands of the seventies. Taylor Jenkins Reid is a talented writer who takes her work to a new level with Daisy Jones & The Six, brilliantly capturing a place and time in an utterly distinctive voice."
Once Upon a Broken Heart,4.4,Stephanie Garber,Female,2021,428,Series,Romance,No Sub-Genre,"For as long as she can remember, Evangeline Fox has believed in true love and happy endings . . . until she learns that the love of her life will marry another.

Desperate to stop the wedding and to heal her wounded heart, Evangeline strikes a deal with the charismatic, but wicked, Prince of Hearts. In exchange for his help, he asks for three kisses, to be given at the time and place of his choosing.

But after Evangeline’s first promised kiss, she learns that bargaining with an immortal is a dangerous game — and that the Prince of Hearts wants far more from her than she’d pledged. He has plans for Evangeline, plans that will either end in the greatest happily ever after, or the most exquisite tragedy."
Utopia Project,4.2,Billy Dering,Male,2021,392,Series,Dystopian ,Romance,"After America’s controversial presidential election in 2020 and the COVID-19 pandemic, several decades of escalating civil crises have ensued. The governments of many countries have conspired to develop the ultimate solution for controlling the lives of their citizens. The new society, forged in the secret Utopia Project, provides for all of your needs without cost, promotes recreational group sex, raises offspring without parents and offers a life without stress.

When the project’s true purpose is revealed, a nightmare weapon turns the rest of the world into a mass grave of melted corpses. Inexplicably, not everyone died as planned. On the east coast of America, Sara Hyland and boyfriend Kid Carlson somehow survive. Hunted by the merciless forces of the Utopia Project, a single thread of hope is discovered in a gift box, given to Sara by her military father the night of the destruction. But is it too late to save humanity from extinction?"
Crawlerz,4.3,R. S. Merritt,Male,2020,370,Series,Apocalyptic,Dystopian,"Are you ready for the end?

An ancient tomb is unearthed live on cable TV after months of hype. It's billed as the archeological equivalent of Shark Week. The actual footage takes a turn no one ever expected. Those minutes of footage will be combed over by governments worldwide seeking to understand what horror came out of that tomb.

They watched the news for weeks as an infection spread quickly across the globe. The videos posted online of people ripping into each other like cannibals on PCP were unreal. The support from the authorities was a joke. No one had a plan in place for this. At least not a plan that involved saving everyone...

Join a tight knit family of outcasts who'll do anything for one another as they battle their way through this freak show. A reality where might makes right and the only thing worse than running out of food and water is running out of ammunition."
Meditations,4.7,Marcus Aureluis,Male,1909,256,Stand Alone,Philosophical,No Sub-Genre,"Few ancient works have been as influential as the Meditations of Marcus Aurelius, philosopher and emperor of Rome (A.D. 161–180). A series of spiritual exercises filled with wisdom, practical guidance, and profound understanding of human behavior, it remains one of the greatest works of spiritual and ethical reflection ever written. Marcus’s insights and advice—on everything from living in the world to coping with adversity and interacting with others—have made the Meditations required reading for statesmen and philosophers alike, while generations of ordinary readers have responded to the straightforward intimacy of his style. For anyone who struggles to reconcile the demands of leadership with a concern for personal integrity and spiritual well-being, the Meditations remains as relevant now as it was two thousand years ago."
"The Boy, the Mole, the Fox, and the Horse",4.8,Charlie Mackesy,Male,2019,128,Stand Alone,Philosophical,No Sub-Genre,"“What do you want to be when you grow up?” asked the mole.

“Kind,” said the boy.

Charlie Mackesy offers inspiration and hope in uncertain times in this beautiful book, following the tale of a curious boy, a greedy mole, a wary fox and a wise horse who find themselves together in sometimes difficult terrain, sharing their greatest fears and biggest discoveries about vulnerability, kindness, hope, friendship and love. The shared adventures and important conversations between the four friends are full of life lessons that have connected with readers of all ages. "
Ikigai,4.5,Hector Garcia,Male,2017,208,Stand Alone,Philosophical,No Sub-Genre,"According to the Japanese, everyone has an ikigai—a reason for living. And according to the residents of the Japanese village with the world’s longest-living people, finding it is the key to a happier and longer life. Having a strong sense of ikigai—where what you love, what you’re good at, what you can get paid for, and what the world needs all overlap—means that each day is infused with meaning. It’s the reason we get up in the morning. It’s also the reason many Japanese never really retire (in fact there’s no word in Japanese that means retire in the sense it does in English): They remain active and work at what they enjoy, because they’ve found a real purpose in life—the happiness of always being busy."
Demon Copperhead,4.6,Barbara Kingsolver,Female,2022,889,Stand Alone,Fiction,No Sub-Genre,"Set in the mountains of southern Appalachia, Demon Copperhead is the story of a boy born to a teenaged single mother in a single-wide trailer, with no assets beyond his dead father’s good looks and copper-colored hair, a caustic wit, and a fierce talent for survival. Relayed in his own unsparing voice, Demon braves the modern perils of foster care, child labor, derelict schools, athletic success, addiction, disastrous loves, and crushing losses. Through all of it, he reckons with his own invisibility in a popular culture where even the superheroes have abandoned rural people in favor of cities.

Many generations ago, Charles Dickens wrote David Copperfield from his experience as a survivor of institutional poverty and its damages to children in his society. Those problems have yet to be solved in ours. Dickens is not a prerequisite for listeners of this novel, but he provided its inspiration. In transposing a Victorian epic novel to the contemporary American South, Barbara Kingsolver enlists Dickens’ anger and compassion, and above all, his faith in the transformative powers of a good story. Demon Copperhead speaks for a new generation of lost boys, and all those born into beautiful, cursed places they can’t imagine leaving behind."
Solito,4.6,Javier Zamora,Male,2022,416,Stand Alone,Auto-biography,Memior,"Trip. My parents started using that word about a year ago—“one day, you’ll take a trip to be with us. Like an adventure.”  

Javier Zamora’s adventure is a three-thousand-mile journey from his small town in El Salvador, through Guatemala and Mexico, and across the U.S. border. He will leave behind his beloved aunt and grandparents to reunite with a mother who left four years ago and a father he barely remembers. Traveling alone amid a group of strangers and a “coyote” hired to lead them to safety, Javier expects his trip to last two short weeks. 

At nine years old, all Javier can imagine is rushing into his parents’ arms, snuggling in bed between them, and living under the same roof again. He cannot foresee the perilous boat trips, relentless desert treks, pointed guns, arrests and deceptions that await him; nor can he know that those two weeks will expand into two life-altering months alongside fellow migrants who will come to encircle him like an unexpected family. 

A memoir as gripping as it is moving, Solito provides an immediate and intimate account not only of a treacherous and near-impossible journey, but also of the miraculous kindness and love delivered at the most unexpected moments. Solito is Javier Zamora’s story, but it’s also the story of millions of others who had no choice but to leave home."
A Conjuring of Ravens,4.4,Azalea Ellis,Female,2021,526,Series,Fantasy,Adventure,"Siobhan has just been banned from the country's only magical university. As the unwitting accomplice to the theft of a priceless magical artifact, she has suddenly become a wanted criminal. There are fates worse than death, and if caught, she will face them. Unwilling to give up on her dream of becoming the world's most powerful sorcerer, she resolves to do whatever it takes to change her fate.

Even if it means magically disguising herself as a man and indebting herself to a gang of criminals to pay for University tuition.

With the coppers after her, the pressure of trying to keep her spot in the devilishly competitive magic classes, and the gang calling in favors to repay her debts, Siobhan will need every drop of magic she can channel."
All of Us Villains,4.3,Amanda Foody,Female,2021,437,Series,Fantasy,No Sub-Genre,"The Blood Moon rises. The Blood Veil falls. The Tournament begins.

Every generation, at the coming of the Blood Moon, seven families in the remote city of Ilvernath each name a champion to compete in a tournament to the death.

The prize? Exclusive control over a secret wellspring of high magick, the most powerful resource in the world—one thought long depleted.

But this year a scandalous tell-all book has exposed the tournament and thrust the seven new champions into the worldwide spotlight. The book also granted them valuable information previous champions never had—insight into the other families’ strategies, secrets, and weaknesses. And most important, it gave them a choice: accept their fate or rewrite their legacy.

Either way, this is a story that must be penned in blood."
Juniper,4.8,Monica Furlong,Female,1990,219,Series,Fantasy,No Sub-Genre,"The daughter of a king in Cornwall, Juniper enjoys the luxurious life of a medieval princess. But when presented with the opportunity to learn the magic of nature and its healing powers, Juniper opts for the tough route and becomes an apprentice to nature's wisdom.

Upon completion of her training and returning home, she discovers her power-mad aunt, Meroot, using black magic to usurp the throne. With the kingdom in peril, the young healer must use her untested powers to stop her mad aunt before the kingdom is destroyed!"
Bunny,3.8,Mona Awad,Female,2020,272,Stand Alone,Thriller,Fantasy,"Samantha Heather Mackey couldn't be more of an outsider in her small, highly selective MFA program at New England's Warren University. A scholarship student who prefers the company of her dark imagination to that of most people, she is utterly repelled by the rest of her fiction writing cohort--a clique of unbearably twee rich girls who call each other ""Bunny,"" and seem to move and speak as one.

But everything changes when Samantha receives an invitation to the Bunnies' fabled ""Smut Salon,"" and finds herself inexplicably drawn to their front door--ditching her only friend, Ava, in the process. As Samantha plunges deeper and deeper into the Bunnies' sinister yet saccharine world, beginning to take part in the ritualistic off-campus ""Workshop"" where they conjure their monstrous creations, the edges of reality begin to blur. Soon, her friendships with Ava and the Bunnies will be brought into deadly collision. "
Perfume: The Story of a Murder,4.3,Patrick Sskind,Male,1985,272,Stand Alone,Drama ,No Sub-Genre,"In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift—an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille’s genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the “ultimate perfume”—the scent of a beautiful young virgin. Told with dazzling narrative brilliance, Perfume is a hauntingly powerful tale of murder and sensual depravity. "
A Short History of Nearly Everything,4.6,Bill Bryson,Male,2004,544,Stand Alone,Educational,No Sub-Genre,"In A Walk in the Woods, Bill Bryson trekked the Appalachian Trail—well, most of it. In A Sunburned Country, he confronted some of the most lethal wildlife Australia has to offer. Now, in his biggest book, he confronts his greatest challenge: to understand—and, if possible, answer—the oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached himself to a host of the world’s most advanced (and often obsessed) archaeologists, anthropologists, and mathematicians, travelling to their offices, laboratories, and field camps. He has read (or tried to read) their books, pestered them with questions, apprenticed himself to their powerful minds. A Short History of Nearly Everything is the record of this quest, and it is a sometimes profound, sometimes funny, and always supremely clear and entertaining adventure in the realms of human knowledge, as only Bill Bryson can render it. Science has never been more involving or entertaining."
The Count of Monte Cristo,4.7,Alexandre Dumas Pere,Male,1884,1276,Stand Alone,Adventure,Drama,"Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. Dumas’ epic tale of suffering and retribution, inspired by a real-life case of wrongful imprisonment, was a huge popular success when it was first serialized in the 1840s.
Robin Buss’s lively English translation is complete and unabridged, and remains faithful to the style of Dumas’s original. This edition includes an introduction, explanatory notes and suggestions for further reading."
Hidden Valley Road ,4.5,Robert Kolker,Male,2020,400,Stand Alone,Philosophical,Non-Fiction,"Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their twelve children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins--aspiration, hard work, upward mobility, domestic harmony--and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the ten Galvin boys, one after another, were diagnosed as schizophrenic. How could all this happen to one family?

What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one of the first families to be studied by the National Institute of Mental Health. Their story offers a shadow history of the science of schizophrenia, from the era of institutionalization, lobotomy, and the schizophrenogenic mother to the search for genetic markers for the disease, always amid profound disagreements about the nature of the illness itself. And unbeknownst to the Galvins, samples of their DNA informed decades of genetic research that continues today, offering paths to treatment, prediction, and even eradication of the disease for future generations.

With clarity and compassion, bestselling and award-winning author Robert Kolker uncovers one family's unforgettable legacy of suffering, love, and hope."
Reviving Ophelia,4.7,Mary Pipher PhD,Female,1994,448,Stand Alone,Advice,Non-Fiction,"Why are more American adolescent girls prey to depression, eating disorders, addictions, and suicide attempts than ever before? According to Dr. Mary Pipher, a clinical psychologist who has treated girls for more than twenty years, we live in a look-obsessed, media-saturated, ""girl-poisoning"" culture. Despite the advances of feminism, escalating levels of sexism and violence - from undervalued intelligence to sexual harassment in elementary school - cause girls to stifle their creative spirit and natural impulses, which, ultimately, destroys their self-esteem. Yet girls often blame themselves or their families for this ""problem with no name"" instead of looking at the world around them.

Here, for the first time, are girls' unmuted voices from the front lines of adolescence, personal and painfully honest. By laying bare their harsh day-to-day reality, Reviving Ophelia issues a call to arms and offers parents compassion, strength, and strategies with which to revive these Ophelias' lost sense of self. "
One Hundred Years of Solitude,4.6,Gabriel Garcia Marquez,Male,1967,417,Stand Alone,Fantasy,No Sub-Genre,"One of the most influential literary works of our time, One Hundred Years of Solitude remains a dazzling and original achievement by the masterful Gabriel Garcia Marquez, winner of the Nobel Prize in Literature.

One Hundred Years of Solitude tells the story of the rise and fall, birth and death of the mythical town of Macondo through the history of the Buendiá family. Inventive, amusing, magnetic, sad and alive with unforgettable men and women—brimming with truth, compassion, and a lyrical magic that strikes the soul—this novel is a masterpiece in the art of fiction."
The Girl Beneath The Sea,4.3,Andrew Mayne,Male,2022,315,Series,Thriller,No Sub-Genre,"Coming from scandalous Florida treasure hunters and drug smugglers, Sloan McPherson is forging her own path, for herself and for her daughter, out from under her family’s shadow. An auxiliary officer for Lauderdale Shores PD, she’s the go-to diver for evidence recovery. Then Sloan finds a fresh kill floating in a canal—a woman whose murky history collides with Sloan’s. Their troubling ties are making Sloan less a potential witness than a suspect. And her colleagues aren’t the only ones following every move she makes. So is the killer.

Stalked by an assassin, pitted against a ruthless cartel searching for a lost fortune, and under watch within her ranks, Sloan has only one ally: the legendary DEA agent who put Sloan’s uncle behind bars. He knows just how deep corruption runs—and the kind of danger Sloan is in. To stay alive, Sloan must stay one step ahead of her enemies—both known and unknown—and a growing conspiracy designed to pull her under."
Are You There God? It's Me Margret,4.7,Judy Blume,Female,2023,176,Stand Alone,Coming of Age,No Sub-Genre,"Margaret Simon, almost twelve, likes long hair, tuna fish, the smell of rain, and things that are pink. She’s just moved from New York City to Farbook, New Jersey, and is anxious to fit in with her new friends—Nancy, Gretchen, and Janie. When they form a secret club to talk about private subjects like boys, bras, and getting their first periods, Margaret is happy to belong.

But none of them can believe Margaret doesn’t have religion, and that she isn’t going to the Y or the Jewish Community Center. What they don’t know is Margaret has her own very special relationship with God. She can talk to God about everything—family, friends, even Moose Freed, her secret crush.

Margaret is funny and real. As you read her story, you’ll know why this book has been the favorite of millions of readers. It’s as if Margaret is talking right to you, sharing her secrets with a friend."
The Secret History,4.2,Donna Tartt,Female,1992,576,Stand Alone,Thriller,No Sub-Genre,"Under the influence of a charismatic classics professor, a group of clever, eccentric misfits at a New England college discover a way of thought and life a world away from their banal contemporaries. But their search for the transcendent leads them down a dangerous path, beyond human constructs of morality."
A Little Life ,4.6,Hanya Yanagihara,Female,2015,832,Stand Alone,Fairytale,Drama,"A Little Life follows four college classmates—broke, adrift, and buoyed only by their friendship and ambition—as they move to New York in search of fame and fortune. While their relationships, which are tinged by addiction, success, and pride, deepen over the decades, the men are held together by their devotion to the brilliant, enigmatic Jude, a man scarred by an unspeakable childhood trauma. A hymn to brotherly bonds and a masterful depiction of love in the twenty-first century, Hanya Yanagihara’s stunning novel is about the families we are born into, and those that we make for ourselves."
Chronicles of The Black Company,4.6,Glen Cook,Male,2007,710,Series,Romance,Fantasy,"Darkness wars with darkness as the hard-bitten men of the Black Company take their pay and do what they must. They bury their doubts with their dead.

Then comes the prophecy: The White Rose has been reborn, somewhere, to embody good once more…"
Gideon the Ninth,4.5,Tamsyn Muir,Female,2019,523,Series,Romance,Drama,"he Emperor needs necromancers.

The Ninth Necromancer needs a swordswoman.

Gideon has a sword, some dirty magazines, and no more time for undead nonsense.

Tamsyn Muir’s Gideon the Ninth, first in The Locked Tomb Trilogy, unveils a solar system of swordplay, cut-throat politics, and lesbian necromancers. Her characters leap off the page, as skillfully animated as arcane revenants. The result is a heart-pounding epic science fantasy.

Brought up by unfriendly, ossifying nuns, ancient retainers, and countless skeletons, Gideon is ready to abandon a life of servitude and an afterlife as a reanimated corpse. She packs up her sword, her shoes, and her dirty magazines, and prepares to launch her daring escape. But her childhood nemesis won’t set her free without a service.

Harrowhark Nonagesimus, Reverend Daughter of the Ninth House and bone witch extraordinaire, has been summoned into action. The Emperor has invited the heirs to each of his loyal Houses to a deadly trial of wits and skill. If Harrowhark succeeds she will be become an immortal, all-powerful servant of the Resurrection, but no necromancer can ascend without their cavalier. Without Gideon’s sword, Harrow will fail, and the Ninth House will die.

Of course, some things are better left dead."
The Maid,4.5,Nita Prose,Female,2022,320,Stand Alone,Mystery,No Sub-Genre,"Molly Gray is not like everyone else. She struggles with social skills and misreads the intentions of others. Her gran used to interpret the world for her, codifying it into simple rules that Molly could live by.

Since Gran died a few months ago, twenty-five-year-old Molly has been navigating life’s complexities all by herself. No matter—she throws herself with gusto into her work as a hotel maid. Her unique character, along with her obsessive love of cleaning and proper etiquette, make her an ideal fit for the job. She delights in donning her crisp uniform each morning, stocking her cart with miniature soaps and bottles, and returning guest rooms at the Regency Grand Hotel to a state of perfection.

But Molly’s orderly life is upended the day she enters the suite of the infamous and wealthy Charles Black, only to find it in a state of disarray and Mr. Black himself dead in his bed. Before she knows what’s happening, Molly’s unusual demeanor has the police targeting her as their lead suspect. She quickly finds herself caught in a web of deception, one she has no idea how to untangle. Fortunately for Molly, friends she never knew she had unite with her in a search for clues to what really happened to Mr. Black—but will they be able to find the real killer before it’s too late?"
The White Lady,4.5,Jacqueline Winspear,Female,2023,336,Stand Alone,Mystery,No Sub-Genre,"A reluctant ex-spy with demons of her own, Elinor finds herself facing down one of the most dangerous organized crime gangs in London, ultimately exposing corruption from Scotland Yard to the highest levels of government.

The private, quiet “Miss White"" as Elinor is known, lives in a village in rural Kent, England, and to her fellow villagers seems something of an enigma. Well she might, as Elinor occupies a ""grace and favor"" property, a rare privilege offered to faithful servants of the Crown for services to the nation. But the residents of Shacklehurst have no way of knowing how dangerous Elinor's war work had been, or that their mysterious neighbor is haunted by her past.

It will take Susie, the child of a young farmworker, Jim Mackie and his wife, Rose, to break through Miss White's icy demeanor—but Jim has something in common with Elinor. He, too, is desperate to escape his past. When the powerful Mackie crime family demands a return of their prodigal son for an important job, Elinor assumes the task of protecting her neighbors, especially the bright-eyed Susie. Yet in her quest to uncover the truth behind the family’s pursuit of Jim, Elinor unwittingly sets out on a treacherous path—yet it is one that leads to her freedom."
Magpie Murders,4.2,Anthony Horrowitz,Male,2016,557,Series,Mystery,thriller,"When editor Susan Ryeland is given the manuscript of Alan Conway’s latest novel, she has no reason to think it will be much different from any of his others. After working with the bestselling crime writer for years, she’s intimately familiar with his detective, Atticus Pünd, who solves mysteries disturbing sleepy English villages. An homage to queens of classic British crime such as Agatha Christie and Dorothy Sayers, Alan’s traditional formula has proved hugely successful. So successful that Susan must continue to put up with his troubling behavior if she wants to keep her job.

Conway’s latest tale has Atticus Pünd investigating a murder at Pye Hall, a local manor house. Yes, there are dead bodies and a host of intriguing suspects, but the more Susan reads, the more she’s convinced that there is another story hidden in the pages of the manuscript: one of real-life jealousy, greed, ruthless ambition, and murder.

Masterful, clever, and relentlessly suspenseful, Magpie Murders is a deviously dark take on vintage English crime fiction in which the reader becomes the detective."
Down the River unto the Sea,4.3,Walter Mosley,Male,2019,336,Stand Alone,Mystery,No Sub-Genre,"Joe King Oliver was one of the NYPD's finest investigators until he was framed for sexual assault by unknown enemies within the force. A decade has passed since his release from Rikers, and he now runs a private detective agency with the help of his teenage daughter. Physically and emotionally broken by the brutality he suffered while behind bars, King leads a solitary life, his work and his daughter the only lights. When he receives a letter from his accuser confessing that she was paid to frame him years ago, King decides to find out who wanted him gone and why. 

On a quest for the justice he was denied, King agrees to help a radical black journalist accused of killing two on-duty police officers. Their cases intertwine across the years and expose a pattern of corruption and brutality wielded against the black men, women, and children whose lives the law destroyed. All the while, two lives hang in the balance: King's client's and his own. "
A Sublte Murder,4.1,Blythe Baker ,Male,2018,198,Series,Mystery,Historical Fiction,"When Rose Beckingham sets sail for England in the summer of 1926, she brings more than souvenirs from her years in India. She carries the memory of a family tragedy and a secret so terrible it could destroy the new life she hopes to build in London.

But Rose isn’t the only passenger aboard the RMS Star of India with something to hide. Halfway across the Arabian Sea, death strikes and a murderer begins a deadly game only Rose can hope to end. 

With a mysterious Frenchman haunting her steps, can Rose outrun her past? And can she stay alive long enough to decipher the clues left by a taunting killer? Or will murder call again before the first port?"
The Love Hypothesis,4.6,Ali Hazelwood,Female,2021,400,Stand Alone,Romance,Y/A Novel,"As a third-year Ph.D. candidate, Olive Smith doesn't believe in lasting romantic relationships but her best friend does, and that's what got her into this situation. Convincing Anh that Olive on her way to a happily ever after was always going to be tough, scientists require proof. So, like any self-respecting woman, Olive panics and kisses the first man she sees.

That man is none other than Adam Carlsen, a young hotshot professor and well-known ass. Which is why Olive is positively floored when he agrees to keep her charade a secret and be her fake boyfriend. But when a big science conference goes haywire and Adam surprises her again with his unyielding support (and his unyielding abs), their little experiment feels dangerously close to combustion.

Olive soon discovers that the only thing more complicated than a hypothesis on love is putting her own heart under the microscope."
Little Women,4.5,Louisa May Alcott,Female,2019,322,Stand Alone,Coming of Age,Romance,"Lovely Meg, talented Jo, frail Beth, spoiled Amy: these are hard lessons of poverty and of growing up in New England during the Civil War. Through their dreams, plays, pranks, letters, illnesses, and courtships, women of all ages have become a part of this remarkable family and have felt the deep sadness when Meg leaves the circle of sisters to be married at the end of Part I. Part II, chronicles Meg's joys and mishaps as a young wife and mother, Jo's struggle to become a writer, Beth's tragedy, and Amy's artistic pursuits and unexpected romance. Based on Louisa May Alcott's childhood, this lively portrait of nineteenth- century family life possesses a lasting vitality that has endeared it to generations of readers."
